,10,11,12,13,21,22,23,31,32,9,2
0,89.29447,83.40964,82.303085,83.03346,81.77995,82.89274,84.25766,79.851715,76.191795,0.0,36.575996
900,89.39683,83.526,82.4322,83.16178,81.9046,83.019936,84.38508,79.97694,76.31772,0.0,36.70518
1800,89.49857,83.641716,82.560555,83.28937,82.02851,83.146385,84.51177,80.10143,76.442924,0.0,36.833622
2700,89.599754,83.75678,82.68818,83.41621,82.15175,83.2721,84.63773,80.2252,76.5674,0.0,36.961315
3600,89.70034,83.87118,82.81509,83.54234,82.27427,83.39712,84.762955,80.34828,76.69116,0.0,37.088284
4500,89.80036,83.98492,82.94125,83.66775,82.39609,83.52139,84.88747,80.47064,76.81423,0.0,37.214527
5400,89.899796,84.09801,83.0667,83.79243,82.5172,83.64497,85.01128,80.59231,76.93657,0.0,37.340046
6300,89.99865,84.21045,83.19142,83.91638,82.63763,83.76783,85.13434,80.71329,77.05821,0.0,37.464855
7200,89.68645,83.85536,83.30922,83.487625,81.66792,83.01833,84.35529,78.91978,75.08699,0.0,37.588924
8100,89.704605,83.87603,83.33205,83.51027,81.690025,83.04073,84.37773,78.941956,75.10923,0.0,37.611748
9000,89.72267,83.89657,83.35472,83.5328,81.712,83.063,84.40004,78.96398,75.131355,0.0,37.634445
9900,89.74064,83.917,83.37729,83.55519,81.73386,83.085144,84.42221,78.98589,75.15334,0.0,37.657013
10800,89.7585,83.93731,83.39972,83.57746,81.755585,83.10715,84.44425,79.007675,75.1752,0.0,37.679447
11700,89.776245,83.9575,83.422035,83.5996,81.77718,83.12903,84.46619,79.02935,75.19693,0.0,37.70175
12600,89.7939,83.97757,83.44421,83.621605,81.79865,83.15079,84.48799,79.050896,75.21855,0.0,37.72393
13500,89.81145,83.99753,83.46625,83.643486,81.82001,83.17241,84.50967,79.0723,75.240036,0.0,37.74599
14400,89.684906,83.853615,83.48779,83.4437,81.42784,82.83499,84.1607,78.34751,74.43562,0.0,37.767906
15300,89.67398,83.84121,83.47412,83.430145,81.41458,82.82159,84.14727,78.33423,74.42228,0.0,37.754215
16200,89.66313,83.82887,83.4605,83.41663,81.40139,82.80824,84.13391,78.321,74.40902,0.0,37.740616
17100,89.65237,83.81661,83.446976,83.40322,81.388275,82.795,84.12063,78.307846,74.39584,0.0,37.72709
18000,89.64163,83.80442,83.43355,83.389885,81.37523,82.78181,84.10742,78.29479,74.38274,0.0,37.713642
18900,89.630974,83.7923,83.42017,83.37662,81.36227,82.768715,84.09431,78.281784,74.369705,0.0,37.700283
19800,89.62039,83.78024,83.40689,83.36343,81.349396,82.75569,84.081245,78.268875,74.35676,0.0,37.68698
20700,89.60984,83.768265,83.39366,83.35032,81.33658,82.74274,84.068275,78.256035,74.343864,0.0,37.673775
21600,90.153915,84.38703,83.38711,84.11107,82.826996,83.960884,85.32776,80.9038,77.24987,0.0,37.660637
22500,90.25136,84.497856,83.510025,84.23324,82.94567,84.081955,85.44905,81.02302,77.36975,0.0,37.783627
23400,90.34823,84.608025,83.63225,84.3547,83.06369,84.20232,85.56963,81.141556,77.488945,0.0,37.905907
24300,90.44452,84.71756,83.75377,84.47546,83.18101,84.32199,85.68954,81.25939,77.60742,0.0,38.02748
25200,90.540276,84.82647,83.874565,84.59552,83.297646,84.44096,85.80873,81.37656,77.72524,0.0,38.14837
26100,90.635475,84.93475,83.99467,84.71488,83.41362,84.55924,85.92723,81.49305,77.84238,0.0,38.268528
27000,90.7301,85.0424,84.11408,84.83355,83.52893,84.67686,86.04504,81.60886,77.958824,0.0,38.38802
